ID_Venda;Data_Venda;ID_Cliente;ID_Produto;Quantidade;Preco_Unitario;Valor_Total;Desconto;Canal;Vendedor
2731;2022-10-01;150;108;1;110.05;110.05;0.0;WhatsApp;Carlos
2732;2024-01-02;342;74;1;715.59;715.59;0.0;Loja Física;Ana Paula
2733;2023-09-27;170;13;4;533.84;2135.36;0.0;WhatsApp;Vitor
2734;2022-03-22;315;1;1;43.66;34.93;0.2;Loja Física;Ana Paula
2735;2024-03-11;422;63;1;128.52;128.52;0.0;Online;Rafaela
2736;2023-08-20;316;108;1;110.05;99.04;0.1;Loja Física;Rafaela
2737;2023-08-06;71;9;2;481.94;915.69;0.05;WhatsApp;Marcos
2738;2022-11-19;330;100;1;55.07;46.81;0.15;WhatsApp;Vitor
2739;2024-10-13;311;29;3;483.61;1233.21;0.15;Online;Vitor
2740;2024-03-16;437;44;2;138.43;235.33;0.15;Loja Física;Carlos
2741;2024-08-26;415;58;2;824.45;1648.9;0.0;WhatsApp;Marcos
2742;2023-08-25;335;91;1;566.07;452.86;0.2;Online;Juliana
2743;2023-04-27;407;109;2;324.39;648.78;0.0;WhatsApp;Marcos
2744;2023-03-08;124;60;1;617.76;617.76;0.0;WhatsApp;Ana Paula
2745;2022-03-17;41;8;4;536.49;1931.36;0.1;Loja Física;Ana Paula
2746;2022-08-09;230;17;2;31.01;62.02;0.0;WhatsApp;Vitor
2747;2023-08-02;395;43;1;254.31;216.16;0.15;Online;Rafaela
2748;2023-05-05;368;62;1;524.4;498.18;0.05;Online;Vitor
2749;2025-08-12;343;86;1;485.34;436.81;0.1;WhatsApp;Rafaela
2750;2023-09-12;480;91;2;566.07;1132.14;0.0;Online;Carlos
2751;2022-03-11;187;21;1;650.12;617.61;0.05;Loja Física;Marcos
2752;2022-05-16;26;5;1;677.34;541.87;0.2;Online;Juliana
2753;2023-01-18;417;64;1;475.77;451.98;0.05;WhatsApp;Juliana
2754;2023-10-25;231;18;2;792.93;1268.69;0.2;Online;Carlos
2755;2024-05-14;338;41;3;365.79;877.9;0.2;WhatsApp;Carlos
2756;2023-01-12;4;112;2;233.92;374.27;0.2;Loja Física;Marcos
2757;2024-05-01;48;63;2;128.52;257.04;0.0;Loja Física;Vitor
2758;2022-10-15;123;66;1;712.86;641.57;0.1;Online;Marcos
2759;2023-02-19;370;24;1;437.72;415.83;0.05;Loja Física;Vitor
2760;2025-07-17;185;92;2;1013.22;2026.44;0.0;WhatsApp;Marcos
2761;2023-11-22;2;14;1;87.96;83.56;0.05;WhatsApp;Ana Paula
2762;2023-03-09;76;43;1;254.31;216.16;0.15;WhatsApp;Carlos
2763;2024-10-31;141;68;1;549.39;521.92;0.05;WhatsApp;Rafaela
2764;2025-06-08;475;79;1;335.57;335.57;0.0;Online;Carlos
2765;2022-03-22;233;93;1;485.32;436.79;0.1;WhatsApp;Marcos
2766;2025-01-08;387;59;3;842.41;2527.23;0.0;Online;Marcos
2767;2022-02-06;209;76;1;392.72;333.81;0.15;Loja Física;Juliana
2768;2024-05-04;476;60;1;617.76;555.98;0.1;WhatsApp;Ana Paula
2769;2023-10-08;428;76;1;392.72;392.72;0.0;Online;Marcos
2770;2023-09-07;457;84;2;249.04;398.46;0.2;Loja Física;Ana Paula
2771;2025-09-30;464;75;1;713.73;713.73;0.0;Online;Marcos
2772;2022-01-09;272;30;3;123.93;371.79;0.0;Loja Física;Juliana
2773;2023-05-05;204;1;3;43.66;124.43;0.05;Loja Física;Vitor
2774;2023-07-15;275;105;1;508.97;458.07;0.1;Online;Vitor
2775;2024-10-24;445;94;4;579.14;1853.25;0.2;WhatsApp;Marcos
2776;2025-05-14;340;7;5;588.57;2795.71;0.05;WhatsApp;Ana Paula
2777;2024-12-29;339;71;3;639.85;1919.55;0.0;Loja Física;Ana Paula
2778;2024-03-07;288;93;3;485.32;1455.96;0.0;Loja Física;Rafaela
2779;2025-09-05;103;2;1;244.27;207.63;0.15;Online;Vitor
2780;2023-11-05;332;32;1;457.26;434.4;0.05;Loja Física;Vitor
2781;2022-09-23;477;96;1;416.6;354.11;0.15;Online;Ana Paula
2782;2025-09-08;150;86;1;485.34;485.34;0.0;Online;Ana Paula
2783;2024-05-23;105;94;5;579.14;2895.7;0.0;Online;Vitor
2784;2023-08-15;159;70;1;1031.73;876.97;0.15;WhatsApp;Carlos
2785;2022-05-21;40;20;2;785.51;1256.82;0.2;Loja Física;Vitor
2786;2023-05-06;34;100;3;55.07;132.17;0.2;Online;Ana Paula
2787;2022-08-21;392;58;3;824.45;2473.35;0.0;Loja Física;Rafaela
2788;2024-12-30;239;66;5;712.86;3564.3;0.0;Online;Carlos
2789;2025-06-12;143;101;1;166.52;166.52;0.0;Online;Vitor
2790;2023-12-25;91;50;1;443.44;354.75;0.2;Loja Física;Rafaela
2791;2023-05-28;372;3;1;705.03;634.53;0.1;Loja Física;Vitor
2792;2022-11-29;75;44;1;138.43;138.43;0.0;WhatsApp;Carlos
2793;2024-12-31;100;62;1;524.4;419.52;0.2;WhatsApp;Marcos
2794;2022-03-03;175;110;1;151.04;143.49;0.05;Online;Vitor
2795;2024-11-15;398;104;2;530.39;1007.74;0.05;Loja Física;Ana Paula
2796;2023-01-25;318;82;1;596.59;566.76;0.05;WhatsApp;Carlos
2797;2022-05-18;500;96;1;416.6;416.6;0.0;WhatsApp;Juliana
2798;2025-02-15;395;59;2;842.41;1600.58;0.05;Online;Carlos
2799;2024-01-26;102;116;1;163.51;163.51;0.0;Loja Física;Juliana
2800;2023-01-21;2;74;1;715.59;715.59;0.0;Loja Física;Carlos
2801;2024-02-02;333;44;2;138.43;263.02;0.05;WhatsApp;Vitor
2802;2023-10-08;442;60;2;617.76;1235.52;0.0;Loja Física;Vitor
2803;2025-05-02;267;72;2;762.45;1219.92;0.2;Loja Física;Rafaela
2804;2022-10-06;243;64;1;475.77;428.19;0.1;WhatsApp;Carlos
2805;2023-11-29;62;80;3;263.63;632.71;0.2;Loja Física;Carlos
2806;2023-10-12;126;40;2;339.07;610.33;0.1;Online;Marcos
2807;2022-03-21;440;14;1;87.96;87.96;0.0;Online;Carlos
2808;2022-10-08;357;34;2;895.99;1433.58;0.2;Online;Ana Paula
2809;2023-07-29;175;109;3;324.39;924.51;0.05;Loja Física;Rafaela
2810;2024-01-16;39;64;1;475.77;475.77;0.0;WhatsApp;Marcos
2811;2024-04-13;12;4;1;912.02;912.02;0.0;Online;Ana Paula
2812;2022-07-10;446;18;5;792.93;3568.18;0.1;WhatsApp;Rafaela
2813;2022-07-25;186;15;2;1028.53;2057.06;0.0;Online;Marcos
2814;2023-10-14;455;16;1;704.17;704.17;0.0;WhatsApp;Ana Paula
2815;2025-04-07;410;11;2;365.47;730.94;0.0;Loja Física;Marcos
2816;2023-09-30;431;98;1;224.43;201.99;0.1;WhatsApp;Vitor
2817;2025-01-29;479;74;1;715.59;572.47;0.2;WhatsApp;Rafaela
2818;2023-09-01;465;71;1;639.85;543.87;0.15;Online;Vitor
2819;2024-04-06;386;120;4;702.03;2808.12;0.0;Online;Juliana
2820;2022-07-10;337;43;4;254.31;1017.24;0.0;WhatsApp;Vitor
2821;2022-10-08;36;13;1;533.84;480.46;0.1;Loja Física;Vitor
2822;2024-09-03;22;61;1;30.06;24.05;0.2;Online;Juliana
2823;2025-01-14;55;34;1;895.99;895.99;0.0;WhatsApp;Rafaela
2824;2023-05-23;42;43;5;254.31;1271.55;0.0;Loja Física;Carlos
2825;2025-03-11;359;111;5;630.28;3151.4;0.0;WhatsApp;Vitor
2826;2024-08-21;112;94;2;579.14;984.54;0.15;Loja Física;Ana Paula
2827;2025-10-29;261;31;3;310.86;885.95;0.05;Loja Física;Carlos
2828;2024-12-07;449;35;2;64.2;115.56;0.1;WhatsApp;Ana Paula
2829;2024-10-05;281;31;1;310.86;310.86;0.0;Online;Ana Paula
2830;2025-06-09;342;50;1;443.44;443.44;0.0;WhatsApp;Marcos
2831;2023-12-07;70;52;1;464.07;417.66;0.1;Online;Rafaela
2832;2023-08-13;138;32;2;457.26;823.07;0.1;Loja Física;Carlos
2833;2024-05-10;131;83;2;699.75;1259.55;0.1;Online;Vitor
2834;2022-08-23;208;76;1;392.72;392.72;0.0;WhatsApp;Marcos
2835;2022-09-20;296;24;4;437.72;1400.7;0.2;WhatsApp;Rafaela
2836;2022-09-03;496;86;1;485.34;485.34;0.0;Loja Física;Carlos
2837;2022-03-24;119;32;1;457.26;388.67;0.15;Loja Física;Carlos
2838;2022-05-28;351;51;2;180.13;360.26;0.0;Loja Física;Marcos
2839;2022-08-19;295;1;2;43.66;74.22;0.15;Loja Física;Carlos
2840;2022-08-15;425;90;2;397.67;795.34;0.0;Online;Vitor
2841;2023-12-01;106;58;1;824.45;824.45;0.0;Loja Física;Carlos
2842;2025-08-20;403;16;1;704.17;563.34;0.2;Online;Marcos
2843;2024-04-21;194;85;2;347.91;626.24;0.1;WhatsApp;Marcos
2844;2024-06-27;340;26;1;564.89;451.91;0.2;WhatsApp;Ana Paula
2845;2023-02-28;200;46;1;739.41;739.41;0.0;WhatsApp;Carlos
2846;2023-05-13;251;63;2;128.52;257.04;0.0;Online;Vitor
2847;2023-06-01;2;56;1;969.82;921.33;0.05;Loja Física;Vitor
2848;2022-05-03;384;59;2;842.41;1516.34;0.1;Online;Ana Paula
2849;2024-04-26;57;113;3;808.81;2426.43;0.0;Loja Física;Marcos
2850;2023-07-27;91;55;1;712.0;569.6;0.2;Loja Física;Juliana
2851;2024-12-20;34;76;1;392.72;373.08;0.05;Online;Marcos
2852;2025-08-12;115;58;2;824.45;1648.9;0.0;WhatsApp;Marcos
2853;2024-09-03;494;50;2;443.44;886.88;0.0;Loja Física;Juliana
2854;2023-03-28;225;116;2;163.51;327.02;0.0;Loja Física;Ana Paula
2855;2025-08-14;249;50;3;443.44;1330.32;0.0;WhatsApp;Rafaela
2856;2025-08-07;479;19;3;451.86;1355.58;0.0;Online;Carlos
2857;2024-01-30;268;33;5;108.85;462.61;0.15;Loja Física;Marcos
2858;2025-09-10;265;103;1;312.55;312.55;0.0;WhatsApp;Juliana
2859;2022-02-11;33;73;1;733.04;733.04;0.0;Loja Física;Marcos
2860;2023-06-01;415;32;1;457.26;365.81;0.2;WhatsApp;Rafaela
2861;2025-06-10;295;103;1;312.55;281.3;0.1;Loja Física;Carlos
2862;2024-10-14;271;1;1;43.66;43.66;0.0;Loja Física;Marcos
2863;2025-02-08;215;73;1;733.04;733.04;0.0;Loja Física;Juliana
2864;2023-02-01;96;14;4;87.96;299.06;0.15;Online;Carlos
2865;2024-05-20;129;90;1;397.67;318.14;0.2;Online;Rafaela
2866;2023-02-13;322;52;1;464.07;394.46;0.15;WhatsApp;Rafaela
2867;2025-03-01;183;13;1;533.84;507.15;0.05;Online;Rafaela
2868;2023-02-06;456;32;1;457.26;457.26;0.0;Loja Física;Marcos
2869;2024-01-01;242;98;1;224.43;224.43;0.0;WhatsApp;Marcos
2870;2024-10-06;117;56;1;969.82;872.84;0.1;Loja Física;Carlos
2871;2022-06-06;53;73;1;733.04;733.04;0.0;Loja Física;Juliana
2872;2022-03-31;105;60;2;617.76;1173.74;0.05;WhatsApp;Carlos
2873;2022-05-29;53;88;3;470.06;1269.16;0.1;Online;Carlos
2874;2022-10-05;114;95;3;51.84;155.52;0.0;Loja Física;Marcos
2875;2022-07-18;19;33;2;108.85;217.7;0.0;WhatsApp;Juliana
2876;2022-09-04;144;83;1;699.75;629.78;0.1;Online;Ana Paula
2877;2022-07-11;175;119;3;871.75;2615.25;0.0;WhatsApp;Vitor
2878;2022-07-11;413;33;3;108.85;261.24;0.2;WhatsApp;Rafaela
2879;2025-07-12;481;98;1;224.43;224.43;0.0;Loja Física;Juliana
2880;2023-07-22;278;22;2;253.6;431.12;0.15;WhatsApp;Carlos
2881;2022-01-14;475;108;1;110.05;104.55;0.05;Loja Física;Juliana
2882;2023-11-09;52;12;3;809.97;2186.92;0.1;WhatsApp;Ana Paula
2883;2025-03-24;143;1;5;43.66;207.38;0.05;WhatsApp;Marcos
2884;2024-01-01;386;58;1;824.45;742.01;0.1;WhatsApp;Ana Paula
2885;2022-02-25;379;13;3;533.84;1361.29;0.15;WhatsApp;Vitor
2886;2025-09-28;141;25;2;591.1;1182.2;0.0;Loja Física;Ana Paula
2887;2022-04-03;376;23;5;71.03;355.15;0.0;Loja Física;Ana Paula
2888;2022-09-29;152;59;1;842.41;842.41;0.0;WhatsApp;Juliana
2889;2023-04-08;317;18;3;792.93;2378.79;0.0;Loja Física;Carlos
2890;2023-02-23;188;81;1;437.64;350.11;0.2;Online;Carlos
2891;2024-06-03;79;89;1;576.13;576.13;0.0;Loja Física;Juliana
2892;2024-02-14;4;22;1;253.6;253.6;0.0;Loja Física;Rafaela
2893;2022-12-25;351;108;5;110.05;522.74;0.05;Loja Física;Vitor
2894;2022-11-19;109;10;3;532.77;1598.31;0.0;Online;Vitor
2895;2024-06-09;118;90;3;397.67;954.41;0.2;Loja Física;Marcos
2896;2024-12-01;366;72;4;762.45;2592.33;0.15;WhatsApp;Rafaela
2897;2025-04-14;169;114;1;753.84;716.15;0.05;Loja Física;Rafaela
2898;2024-12-27;339;73;1;733.04;733.04;0.0;Online;Juliana
2899;2022-12-19;313;108;1;110.05;88.04;0.2;Online;Marcos
2900;2023-10-09;134;78;1;129.82;129.82;0.0;WhatsApp;Vitor
2901;2023-02-06;208;38;1;864.33;821.11;0.05;WhatsApp;Juliana
2902;2022-07-06;448;75;1;713.73;713.73;0.0;WhatsApp;Ana Paula
2903;2022-04-21;118;95;1;51.84;44.06;0.15;WhatsApp;Vitor
2904;2025-02-21;246;51;1;180.13;153.11;0.15;WhatsApp;Carlos
2905;2022-10-04;28;67;1;497.56;497.56;0.0;WhatsApp;Ana Paula
2906;2022-09-16;124;117;1;160.53;160.53;0.0;WhatsApp;Rafaela
2907;2025-01-18;453;10;5;532.77;2663.85;0.0;WhatsApp;Rafaela
2908;2022-06-21;174;68;2;549.39;988.9;0.1;Loja Física;Marcos
2909;2023-06-19;171;71;5;639.85;3199.25;0.0;Loja Física;Vitor
2910;2024-05-25;252;109;1;324.39;259.51;0.2;Loja Física;Ana Paula
2911;2023-03-28;358;82;1;596.59;596.59;0.0;WhatsApp;Ana Paula
2912;2025-07-03;227;10;2;532.77;1012.26;0.05;WhatsApp;Carlos
2913;2025-01-24;42;95;1;51.84;41.47;0.2;Online;Juliana
2914;2022-12-04;349;36;1;34.61;27.69;0.2;Online;Vitor
2915;2022-03-09;392;2;1;244.27;195.42;0.2;Loja Física;Carlos
2916;2022-02-19;442;104;1;530.39;450.83;0.15;Loja Física;Vitor
2917;2023-10-23;85;97;1;741.2;630.02;0.15;WhatsApp;Rafaela
2918;2022-06-16;43;89;1;576.13;576.13;0.0;Online;Vitor
2919;2024-06-18;402;115;2;545.26;981.47;0.1;WhatsApp;Marcos
2920;2022-04-28;404;81;1;437.64;371.99;0.15;WhatsApp;Vitor
2921;2022-11-03;181;41;1;365.79;347.5;0.05;WhatsApp;Vitor
2922;2024-10-29;331;38;3;864.33;2074.39;0.2;Online;Marcos
2923;2022-11-23;44;70;1;1031.73;825.38;0.2;Loja Física;Rafaela
2924;2025-09-30;296;70;1;1031.73;980.14;0.05;Online;Juliana
2925;2024-12-05;467;99;3;538.22;1614.66;0.0;Loja Física;Ana Paula
2926;2023-08-15;257;80;1;263.63;210.9;0.2;Loja Física;Marcos
2927;2024-02-17;241;6;1;418.18;376.36;0.1;Online;Juliana
2928;2022-02-23;23;77;1;224.32;224.32;0.0;Loja Física;Carlos
2929;2023-06-20;454;32;1;457.26;434.4;0.05;Online;Carlos
2930;2023-12-01;46;47;1;783.17;665.69;0.15;WhatsApp;Marcos
2931;2024-12-21;77;52;3;464.07;1322.6;0.05;WhatsApp;Vitor
2932;2023-04-28;212;20;1;785.51;628.41;0.2;Online;Rafaela
2933;2023-04-12;165;48;1;46.76;39.75;0.15;Loja Física;Marcos
2934;2023-09-28;421;22;1;253.6;202.88;0.2;WhatsApp;Juliana
2935;2022-03-27;283;92;1;1013.22;1013.22;0.0;WhatsApp;Juliana
2936;2022-04-19;209;27;2;148.73;297.46;0.0;Online;Rafaela
2937;2025-06-11;286;59;1;842.41;758.17;0.1;Online;Vitor
2938;2025-07-02;399;82;1;596.59;477.27;0.2;WhatsApp;Ana Paula
2939;2022-09-15;34;8;1;536.49;536.49;0.0;Loja Física;Vitor
2940;2024-03-13;130;107;1;742.12;667.91;0.1;Loja Física;Rafaela
2941;2024-12-19;379;1;1;43.66;43.66;0.0;WhatsApp;Carlos
2942;2023-06-14;493;110;3;151.04;385.15;0.15;Loja Física;Rafaela
2943;2024-08-28;256;113;1;808.81;808.81;0.0;WhatsApp;Ana Paula
2944;2024-02-14;368;98;1;224.43;224.43;0.0;WhatsApp;Carlos
2945;2022-05-12;205;35;1;64.2;64.2;0.0;Loja Física;Carlos
2946;2022-05-15;73;90;2;397.67;755.57;0.05;WhatsApp;Carlos
2947;2023-08-28;372;22;1;253.6;228.24;0.1;WhatsApp;Carlos
2948;2025-10-03;342;94;2;579.14;1158.28;0.0;Online;Marcos
2949;2022-11-21;11;32;2;457.26;868.79;0.05;WhatsApp;Ana Paula
2950;2024-01-25;370;93;3;485.32;1164.77;0.2;WhatsApp;Juliana
2951;2023-03-15;54;40;1;339.07;271.26;0.2;Online;Vitor
2952;2024-08-04;448;6;1;418.18;334.54;0.2;Online;Marcos
2953;2025-07-17;200;21;3;650.12;1950.36;0.0;Online;Marcos
2954;2022-03-28;96;52;5;464.07;1856.28;0.2;Loja Física;Carlos
2955;2025-10-15;189;44;3;138.43;373.76;0.1;WhatsApp;Ana Paula
2956;2023-08-25;99;111;1;630.28;535.74;0.15;Loja Física;Carlos
2957;2022-06-23;241;49;1;940.61;940.61;0.0;Online;Marcos
2958;2023-08-19;263;74;1;715.59;572.47;0.2;WhatsApp;Rafaela
2959;2022-02-16;396;29;2;483.61;822.14;0.15;Loja Física;Marcos
2960;2023-05-10;285;90;1;397.67;357.9;0.1;WhatsApp;Ana Paula
2961;2023-07-19;170;93;1;485.32;485.32;0.0;Online;Rafaela
2962;2022-05-07;345;89;3;576.13;1728.39;0.0;Loja Física;Marcos
2963;2025-08-01;30;110;1;151.04;151.04;0.0;Loja Física;Ana Paula
2964;2023-03-19;107;98;3;224.43;538.63;0.2;Online;Ana Paula
2965;2024-12-13;132;76;1;392.72;392.72;0.0;WhatsApp;Vitor
2966;2024-03-19;373;29;1;483.61;386.89;0.2;Loja Física;Vitor
2967;2022-07-04;49;92;1;1013.22;911.9;0.1;Online;Rafaela
2968;2024-08-13;370;113;2;808.81;1294.1;0.2;Loja Física;Rafaela
2969;2022-04-09;311;26;1;564.89;564.89;0.0;WhatsApp;Vitor
2970;2025-07-16;348;26;1;564.89;536.65;0.05;Loja Física;Ana Paula
2971;2024-04-09;330;42;4;331.9;1327.6;0.0;Loja Física;Juliana
2972;2022-03-13;371;10;1;532.77;532.77;0.0;WhatsApp;Rafaela
2973;2024-10-14;389;42;1;331.9;315.3;0.05;Loja Física;Juliana
2974;2024-10-22;440;53;1;288.06;230.45;0.2;WhatsApp;Carlos
2975;2024-12-10;457;2;1;244.27;244.27;0.0;Loja Física;Ana Paula
2976;2022-02-24;416;4;2;912.02;1641.64;0.1;Loja Física;Marcos
2977;2024-04-29;58;71;1;639.85;639.85;0.0;WhatsApp;Rafaela
2978;2022-01-27;126;89;1;576.13;547.32;0.05;Online;Juliana
2979;2025-07-28;360;64;1;475.77;475.77;0.0;WhatsApp;Marcos
2980;2025-05-05;62;93;2;485.32;922.11;0.05;Loja Física;Rafaela
2981;2025-10-24;110;51;1;180.13;180.13;0.0;WhatsApp;Marcos
2982;2022-10-02;454;8;1;536.49;536.49;0.0;Online;Rafaela
2983;2022-05-26;414;16;1;704.17;563.34;0.2;WhatsApp;Carlos
2984;2025-03-23;147;14;1;87.96;79.16;0.1;Online;Ana Paula
2985;2023-04-19;204;68;1;549.39;521.92;0.05;Online;Vitor
2986;2025-04-16;72;97;1;741.2;704.14;0.05;Loja Física;Ana Paula
2987;2022-11-19;483;28;3;735.51;1985.88;0.1;WhatsApp;Rafaela
2988;2022-10-30;38;31;1;310.86;295.32;0.05;Online;Marcos
2989;2023-11-23;215;10;4;532.77;2131.08;0.0;Online;Vitor
2990;2023-08-26;67;67;5;497.56;2239.02;0.1;Online;Carlos
2991;2022-03-29;425;47;1;783.17;665.69;0.15;Loja Física;Marcos
2992;2023-05-02;253;120;1;702.03;666.93;0.05;Online;Juliana
2993;2022-04-05;266;89;1;576.13;576.13;0.0;Loja Física;Carlos
2994;2022-09-21;219;100;2;55.07;88.11;0.2;Loja Física;Vitor
2995;2023-01-31;448;8;1;536.49;482.84;0.1;Loja Física;Marcos
2996;2024-03-10;204;114;1;753.84;678.46;0.1;Loja Física;Vitor
2997;2024-03-02;79;88;1;470.06;446.56;0.05;Loja Física;Marcos
2998;2023-03-12;52;23;3;71.03;170.47;0.2;Loja Física;Marcos
2999;2023-11-29;183;7;2;588.57;941.71;0.2;Online;Rafaela
3000;2025-01-31;94;56;1;969.82;872.84;0.1;Loja Física;Juliana
3001;2025-07-06;434;63;2;128.52;244.19;0.05;WhatsApp;Carlos
3002;2022-10-20;319;27;1;148.73;133.86;0.1;Online;Marcos
3003;2022-03-24;60;31;1;310.86;310.86;0.0;WhatsApp;Vitor
3004;2024-12-16;230;100;3;55.07;165.21;0.0;Online;Marcos
3005;2023-05-02;245;111;1;630.28;535.74;0.15;WhatsApp;Carlos
3006;2024-12-18;70;53;1;288.06;288.06;0.0;Loja Física;Ana Paula
3007;2025-08-14;192;79;1;335.57;285.23;0.15;Loja Física;Vitor
3008;2022-07-29;342;48;3;46.76;133.27;0.05;WhatsApp;Carlos
3009;2022-02-06;311;106;2;448.29;896.58;0.0;WhatsApp;Marcos
3010;2025-03-02;298;91;2;566.07;1132.14;0.0;Online;Marcos
3011;2025-03-21;94;120;2;702.03;1404.06;0.0;WhatsApp;Juliana
3012;2023-06-07;299;104;1;530.39;530.39;0.0;Online;Rafaela
3013;2025-03-19;320;81;1;437.64;415.76;0.05;WhatsApp;Rafaela
3014;2024-02-09;446;100;1;55.07;46.81;0.15;Online;Rafaela
3015;2025-08-07;310;98;1;224.43;201.99;0.1;WhatsApp;Carlos
3016;2025-10-16;348;98;1;224.43;179.54;0.2;Online;Vitor
3017;2024-12-05;152;19;4;451.86;1626.7;0.1;Online;Rafaela
3018;2024-02-26;327;73;1;733.04;733.04;0.0;Loja Física;Marcos
3019;2025-03-03;53;38;1;864.33;864.33;0.0;WhatsApp;Marcos
3020;2025-03-12;317;102;1;377.13;301.7;0.2;Loja Física;Ana Paula
3021;2023-01-25;56;24;1;437.72;350.18;0.2;Loja Física;Marcos
3022;2022-10-17;398;56;4;969.82;3685.32;0.05;WhatsApp;Rafaela
3023;2022-04-23;209;80;1;263.63;224.09;0.15;Loja Física;Rafaela
3024;2024-08-26;80;51;1;180.13;153.11;0.15;Loja Física;Juliana
3025;2024-05-05;498;115;2;545.26;1090.52;0.0;WhatsApp;Juliana
3026;2022-12-23;384;28;1;735.51;735.51;0.0;WhatsApp;Carlos
3027;2023-04-13;267;78;1;129.82;129.82;0.0;Online;Carlos
3028;2025-09-18;309;117;1;160.53;160.53;0.0;WhatsApp;Ana Paula
3029;2024-12-01;71;85;1;347.91;313.12;0.1;Loja Física;Marcos
3030;2022-01-07;460;45;5;817.06;3881.03;0.05;WhatsApp;Vitor
3031;2022-10-19;462;89;2;576.13;1037.03;0.1;WhatsApp;Juliana
3032;2023-12-01;16;71;1;639.85;511.88;0.2;Loja Física;Juliana
3033;2025-04-24;391;46;3;739.41;1996.41;0.1;WhatsApp;Ana Paula
3034;2024-06-08;339;35;1;64.2;64.2;0.0;WhatsApp;Juliana
3035;2025-03-19;194;45;1;817.06;776.21;0.05;WhatsApp;Vitor
3036;2023-03-20;8;72;1;762.45;724.33;0.05;Online;Vitor
3037;2025-10-08;426;88;1;470.06;470.06;0.0;Loja Física;Rafaela
3038;2023-10-05;293;44;1;138.43;110.74;0.2;Loja Física;Marcos
3039;2023-01-29;398;35;2;64.2;121.98;0.05;WhatsApp;Ana Paula
3040;2023-05-08;301;102;4;377.13;1206.82;0.2;Online;Rafaela
3041;2023-07-11;321;116;1;163.51;163.51;0.0;Loja Física;Ana Paula
3042;2024-09-06;386;29;1;483.61;483.61;0.0;Loja Física;Carlos
3043;2024-11-18;223;77;1;224.32;213.1;0.05;Online;Vitor
3044;2022-04-23;60;107;1;742.12;593.7;0.2;Online;Rafaela
3045;2023-02-18;39;11;1;365.47;310.65;0.15;Loja Física;Rafaela
3046;2023-11-17;422;106;1;448.29;358.63;0.2;Loja Física;Vitor
3047;2022-05-16;193;68;3;549.39;1648.17;0.0;WhatsApp;Carlos
3048;2023-07-26;42;38;1;864.33;734.68;0.15;WhatsApp;Vitor
3049;2023-10-21;28;59;1;842.41;800.29;0.05;Loja Física;Carlos
3050;2024-12-04;101;112;1;233.92;210.53;0.1;Online;Carlos
3051;2024-04-22;322;19;1;451.86;451.86;0.0;WhatsApp;Marcos
3052;2023-03-28;327;36;1;34.61;34.61;0.0;Loja Física;Juliana
3053;2024-06-21;227;77;2;224.32;448.64;0.0;Online;Ana Paula
3054;2022-04-30;366;58;1;824.45;824.45;0.0;WhatsApp;Juliana
3055;2024-04-23;344;17;2;31.01;55.82;0.1;Loja Física;Marcos
3056;2022-02-09;285;103;1;312.55;312.55;0.0;WhatsApp;Juliana
3057;2025-07-04;423;61;1;30.06;28.56;0.05;Loja Física;Ana Paula
3058;2025-03-03;359;120;1;702.03;631.83;0.1;Loja Física;Marcos
3059;2022-02-16;204;120;3;702.03;1895.48;0.1;WhatsApp;Rafaela
3060;2023-06-23;35;25;1;591.1;591.1;0.0;Loja Física;Juliana
3061;2023-04-21;46;120;2;702.03;1404.06;0.0;Online;Marcos
3062;2022-12-17;104;45;1;817.06;776.21;0.05;Loja Física;Juliana
3063;2025-01-20;475;11;2;365.47;694.39;0.05;Loja Física;Ana Paula
3064;2022-12-03;348;14;1;87.96;87.96;0.0;WhatsApp;Ana Paula
3065;2022-01-01;195;15;2;1028.53;2057.06;0.0;Online;Ana Paula
3066;2024-11-17;343;41;1;365.79;365.79;0.0;Online;Juliana
3067;2025-01-23;294;45;4;817.06;3104.83;0.05;Loja Física;Ana Paula
3068;2023-03-23;230;10;1;532.77;452.85;0.15;WhatsApp;Marcos
3069;2023-09-21;136;76;1;392.72;392.72;0.0;WhatsApp;Ana Paula
3070;2025-03-31;166;7;1;588.57;588.57;0.0;Online;Marcos
3071;2024-11-11;23;105;3;508.97;1526.91;0.0;Online;Marcos
3072;2023-08-07;28;31;1;310.86;295.32;0.05;Loja Física;Carlos
3073;2023-05-28;426;14;2;87.96;167.12;0.05;Online;Rafaela
3074;2022-08-10;475;19;1;451.86;429.27;0.05;WhatsApp;Juliana
3075;2025-09-28;263;22;1;253.6;253.6;0.0;Loja Física;Vitor
3076;2022-11-27;328;12;1;809.97;769.47;0.05;WhatsApp;Rafaela
3077;2023-01-09;53;81;5;437.64;2188.2;0.0;Online;Rafaela
3078;2024-05-09;88;74;2;715.59;1288.06;0.1;Online;Carlos
3079;2024-10-03;402;94;4;579.14;1969.08;0.15;WhatsApp;Juliana
3080;2023-04-24;389;55;1;712.0;569.6;0.2;Loja Física;Rafaela
3081;2023-05-13;449;15;2;1028.53;1645.65;0.2;WhatsApp;Ana Paula
3082;2025-01-18;349;41;2;365.79;695.0;0.05;Loja Física;Marcos
3083;2023-04-14;294;97;1;741.2;704.14;0.05;WhatsApp;Vitor
3084;2024-10-06;403;90;3;397.67;1073.71;0.1;WhatsApp;Carlos
